BUDGET,POPULARITY,REVENUE,RUNTIME,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
3000000,16.315,22000,112.0,5.8,393,2011,3,3728399,27341,6
15000000,20.264,414211549,118.0,7.7,6299,2010,6,18948000,523232028,8
3000000,12.22,4210454,97.0,7.0,2343,2016,6,3429900,4813812,7
45000000,11.809,14793624,91.0,5.6,313,2004,9,66316500,21801363,6
27000000,15.308,60527873,115.0,6.4,909,1997,9,46672200,104628481,6
25000000,14.808,27685016,86.0,6.3,463,2004,2,36842500,40799408,6
80000000,12.29,78000586,114.0,5.2,451,2004,8,117896000,114949463,5
5000000,13.286,4554065,95.0,5.5,252,2019,3,5396000,4914746,6
24000000,15.259,63543328,113.0,6.6,1172,2011,6,29827199,78971648,7
50000000,15.305,38619405,109.0,6.6,542,1996,11,88965000,68715507,7
40000000,21.053,243240178,138.0,7.4,2125,1992,11,79644000,484315518,7
15000000,15.657,19145732,90.0,5.4,2446,2013,12,17704500,22597707,5
25000000,14.062,29200000,94.0,5.7,1257,2016,9,28582500,33384360,6
40000000,14.662,37357216,134.0,7.1,3132,2016,9,45732000,42710505,7
48000000,16.802,85498534,112.0,6.2,1153,2001,8,75571200,134608891,6
20000000,12.804,2128186,85.0,4.8,268,2011,10,24855999,2644909,5
11000000,14.008,27391084,95.0,6.5,1782,2015,7,12601600,31379225,6
40000000,16.322,27506452,91.0,5.7,646,2018,8,44220000,30408382,6
26000000,19.003,183293131,91.0,5.3,1694,2009,1,32731399,230747722,5
25000000,15.0,10589102,122.0,6.1,686,2009,5,31472499,13330620,6
1000000,13.025,59744,117.0,6.8,742,2014,10,1163200,69494,7
65000000,16.046,89456761,121.0,6.6,690,1996,11,115654500,159170414,7
50000000,14.545,152022101,109.0,5.4,522,1995,9,91460000,278078827,5
3500000,21.407,16566240,112.0,6.9,2138,2010,12,4421200,20926474,7
13000000,13.048,48065672,93.0,5.8,1188,2013,1,15343899,56731912,6
50000000,14.494,88323487,115.0,6.1,1557,2003,6,75355000,133112327,6
20000000,11.295,41637263,120.0,6.9,1100,2007,1,26892000,55985463,7
10500000,17.291,11582891,89.0,4.8,123,1990,10,22969800,25338732,5
55000000,11.793,113020255,141.0,7.6,2713,2008,1,71901500,147751379,8
100000000,11.293,68688831,102.0,5.4,823,2009,5,125889999,86472369,5
20000000,15.039,11798854,93.0,5.3,158,1994,6,37540000,22146448,5
75000000,17.29,108000000,114.0,6.6,1335,1999,4,124747500,179636400,7
30000000,17.99,47126295,113.0,7.2,1273,2000,3,48831000,76707470,7
16500000,15.548,21256,93.0,5.8,171,2016,4,18864450,24301,6
170000000,15.738,222104681,106.0,5.3,2304,1999,6,282761000,369426715,5
37000000,16.037,48451803,189.0,7.7,2179,1999,10,61542100,80589883,8
13000000,13.036,91038276,112.0,6.5,870,2001,12,20467200,143330661,6
27000000,12.785,13670688,80.0,6.4,519,1994,11,50679000,25659881,6
35000000,12.79,13785015,106.0,5.7,609,2013,8,41310500,16270453,6
80000000,15.035,33463969,106.0,5.5,611,2000,10,130216000,54469302,6
130000,13.284,54667954,79.0,5.4,717,2003,12,195923,82390073,5
34200000,19.282,234801895,93.0,6.4,2241,1999,6,56884860,390545991,6
38000000,13.004,13143056,122.0,6.9,1171,2018,9,42009000,14529648,7
15000000,11.531,44065653,84.0,5.8,591,1992,6,29866500,87739121,6
7000000,12.531,116700000,121.0,7.4,792,1993,5,13528200,225534420,7
18000000,12.532,58878723,113.0,6.8,537,2003,9,27127800,88736123,7
3000000,13.544,19030780,79.0,7.8,162,2017,6,3387000,21485750,8
20000000,11.186,27187375,85.0,6.0,176,2013,7,23605999,32089258,6
35000000,15.03,182300000,128.0,7.3,1999,1991,11,72649500,378400110,7
29000000,17.281,21733230,103.0,6.9,946,2005,4,41620800,31191531,7
22000000,18.379,189833357,97.0,6.3,1245,1994,11,41294000,356317211,6
55000000,13.03,121969216,133.0,6.1,528,1996,3,97861500,217019826,6
46597700,11.066,32700000,100.0,6.8,26,2015,7,53382325,37461120,7
50000000,13.229,109423648,129.0,7.6,3792,1997,12,86430000,189149717,8
3500000,21.263,57051053,99.0,6.9,2415,2005,8,5023200,81879671,7
55000000,11.529,34234008,94.0,6.1,430,2003,11,82890500,51594073,6
14000000,16.027,38574362,97.0,4.7,275,2000,9,22787800,62787489,5
65000000,15.783,121545703,127.0,6.3,367,2015,2,74464000,139242757,6
3800000,14.43,18309793,116.0,8.1,2122,2012,9,4577860,22057807,8
18000000,12.276,17200925,115.0,7.0,240,2000,12,29298600,27997945,7
25000000,13.234,48782670,118.0,6.0,969,2016,4,28582500,55773226,6
30000000,11.774,49114016,134.0,6.5,197,1991,10,62271000,101945963,6
25000000,15.523,78656813,88.0,6.1,675,1991,3,51892500,163267946,6
45000000,18.025,60331447,128.0,6.8,1449,2010,12,56844000,76210683,7
48000000,19.522,90383208,93.0,5.9,1165,2000,10,78129600,147116747,6
33000000,19.474,269958228,116.0,8.0,7494,2008,9,43140900,352916391,8
50000000,16.773,87528173,99.0,5.8,1113,2006,4,69410000,121506609,6
18000000,13.273,65070412,106.0,5.8,156,2004,1,26526600,95894266,6
14000000,11.77,39673161,91.0,6.1,242,1991,12,29059800,82349580,6
19000000,14.62,32801173,115.0,7.4,1542,2002,6,29090900,50221875,7
25000000,17.775,66980456,97.0,6.5,3617,2014,11,29080000,77911666,6
42000000,14.781,60845711,90.0,5.4,608,2017,3,47418000,68694807,5
48000000,13.518,20915465,104.0,4.2,694,1993,5,92764800,40421227,4
65000000,12.018,17218080,100.0,5.7,578,1991,5,134920500,35739568,6
60000000,15.468,129181830,94.0,6.1,1462,2005,12,86112000,185401762,6
25000000,19.018,66122026,114.0,7.3,2008,2007,11,33615000,88907676,7
500000,12.015,3779620,71.0,8.3,301,1991,3,1037849,7845357,8
15000000,14.016,123384128,103.0,7.0,804,2006,9,20823000,171281846,7
16000000,10.518,5867686,117.0,6.3,580,2013,3,18884800,6925629,6
8000000,15.015,426224,91.0,6.5,274,2006,7,11105600,591684,6
32000000,16.413,36733909,127.0,6.8,922,1993,1,61843200,70991952,7
35000000,12.267,24159934,98.0,5.5,872,2012,2,42164500,29105472,6
85000000,17.264,71485043,113.0,7.1,1531,1998,2,143573500,120745386,7
45000000,20.764,175372502,97.0,7.2,2441,2007,12,60507000,235805866,7
15000000,16.663,47175038,88.0,6.6,707,2005,4,21528000,67705614,7
41300000,17.512,106371651,98.0,6.4,1186,2000,2,67224010,173141136,6
57000000,11.762,62112895,131.0,5.8,329,2001,4,89740800,97790541,6
20000000,16.169,14880939,121.0,6.6,1078,2016,3,22866000,17013377,7
51000000,13.512,47231070,93.0,5.3,341,2006,11,70798200,65566171,5
15000000,15.515,52501541,115.0,7.0,1734,2014,1,17448000,61069792,7
83000000,12.51,59468275,90.0,4.7,471,2000,4,135099100,96796511,5
2900000,11.514,74918,86.0,5.8,358,2013,9,3422869,88425,6
8000000,11.759,16856124,93.0,6.2,384,2002,12,12248800,25808411,6
2500000,13.518,23200000,101.0,7.8,1266,2016,3,2858250,26524560,8
400000,13.51,46118097,95.0,6.8,1160,2004,11,589480,67964239,7
110000000,21.07,213719942,170.0,7.2,3570,2004,12,162107000,314959078,7
75000000,13.009,61458982,146.0,5.8,843,2009,7,94417500,77370712,6
35000000,15.26,65090821,112.0,6.1,718,2011,5,43498000,80894872,6
10000000,15.266,13082071,91.0,5.2,502,2016,11,11433000,14956731,5
35000000,11.207,96753696,88.0,5.5,483,2009,11,44061500,121803227,6
27000000,12.254,179033791,114.0,6.4,475,1991,7,56043900,371620439,6
12250000,15.01,2295423,103.0,6.3,581,2014,5,14249200,2670036,6
10000000,12.252,21633874,120.0,5.9,310,1990,1,21876000,47326262,6
15000000,14.253,33771174,120.0,7.0,442,2000,4,24415500,54969339,7
30000000,19.001,160259319,111.0,6.3,2349,2008,10,39219000,209507007,6
12000000,15.11,17768012,100.0,5.7,446,2017,6,13548000,20060085,6
90000000,14.853,188133322,114.0,7.1,5737,2013,12,106226999,222053759,7
5000000,13.056,18529730,92.0,4.8,245,2019,11,5396000,19997284,5
15000000,12.956,8235661,124.0,7.2,1104,2015,10,17184000,9434773,7
36000000,11.748,44350926,109.0,6.0,543,2003,4,54255600,66841280,6
10000000,15.509,4596705,105.0,7.5,860,2017,6,11290000,5189679,8
25000000,15.01,15366466,101.0,6.4,977,2017,1,28225000,17348740,6
20000000,15.895,5359645,107.0,7.0,3087,2002,6,30621999,8206152,7
30000000,15.495,180622424,108.0,6.3,987,2002,9,45933000,276550993,6
65000000,13.145,69700000,104.0,6.4,598,2000,7,105800500,113450690,6
25000000,15.947,96262212,109.0,6.3,1435,2012,12,30117500,115967086,6
6000000,17.494,2122561,94.0,6.8,771,1995,10,10975200,3882588,7
65000000,17.242,40002112,100.0,5.3,964,1998,11,109791500,67567567,5
20000000,12.246,16549477,110.0,6.8,218,2013,9,23605999,19533347,7
30,12.24,103,78.0,6.5,305,2000,9,48,167,6
1500000,11.739,373967,100.0,6.1,567,2001,10,2361600,588773,6
150000,14.188,12854953,99.0,8.1,1203,2000,5,244155,20924006,8
8000000,11.994,16458,90.0,5.2,253,2015,3,9164800,18854,5
38000000,14.939,117094902,120.0,6.9,1936,2011,3,47226400,145525544,7
10000000,12.007,7997774,118.0,7.2,288,2018,9,11055000,8841539,7
85000000,12.486,100266865,167.0,6.4,696,2006,11,117997000,139190461,6
30000000,20.85,131016624,123.0,7.6,2645,2007,7,40338000,176164952,8
7000000,12.992,573335,103.0,7.3,435,2015,2,8019200,656812,7
25000000,16.235,135330182,143.0,7.2,2500,2006,8,34705000,187865358,7
22000000,11.238,15400000,116.0,6.5,1342,2013,6,25966599,18176620,6
30000000,11.984,3669465,117.0,7.7,825,2006,9,41646000,5093951,8
250000,9.736,3542353,90.0,6.4,767,2011,10,310700,4402436,6
17000000,12.732,30331165,81.0,6.5,503,1998,1,28714700,51232370,6
70000000,10.981,51386477,97.0,5.3,621,2002,10,107177000,78677834,5
48000000,20.815,77745568,123.0,6.6,719,1998,6,81076800,131320038,7
23000000,16.73,36642838,97.0,6.4,712,2001,5,36211200,57690484,6
66000000,16.48,212404396,112.0,6.1,1290,1999,4,109777800,353292231,6
85000000,16.731,183018522,106.0,5.9,2555,2012,3,102399500,220482413,6
2400000,17.433,88273,90.0,5.4,461,2014,8,2791680,102679,5
30000000,12.126,14460000,63.0,6.9,559,2011,4,37284000,17970888,7
12000000,14.472,21133087,99.0,6.6,737,1999,10,19959600,35150663,7
30000000,15.923,76669806,136.0,7.5,1542,2005,1,43056000,110036505,8
43000000,13.871,154749918,101.0,6.1,1088,2005,5,61713600,222097082,6
35000000,15.972,25871834,85.0,5.1,1134,2008,3,45755500,33822248,5
6000000,14.22,30471,108.0,7.3,1583,1999,1,9979800,50682,7
50000000,12.219,42277365,97.0,5.9,875,1996,9,88965000,75224115,6
17000000,10.72,7314027,107.0,5.0,202,2006,4,23599400,10153332,5
18900000,10.641,25498160,98.0,4.9,276,2018,3,20893950,28188215,5
50000000,10.97,42093706,130.0,6.7,837,2005,9,71760000,60412886,7
40000000,13.223,67347013,134.0,6.8,486,2014,5,46528000,78338045,7
40000000,17.917,128798265,139.0,7.2,2132,1999,12,66532000,214230154,7
25000000,17.221,56012642,105.0,6.9,844,2012,8,30117500,67478429,7
40000000,17.467,48350205,127.0,7.6,2309,1999,3,66532000,80420895,8
60000000,16.917,93354918,101.0,6.3,1365,2002,12,91866000,142935714,6
20000000,15.467,109862682,72.0,6.2,1187,2002,2,30621999,168210752,6
35000000,15.466,81000000,99.0,5.6,479,2002,1,53588500,124019099,6
20000000,12.218,30426096,106.0,6.5,1629,2011,9,24855999,37813552,6
15000000,9.965,34000000,86.0,5.2,163,2003,10,22606500,51241400,5
11000000,11.214,13276953,81.0,6.1,153,2001,1,17318400,20903234,6
6000000,11.164,20000000,92.0,5.9,1306,2002,3,9186600,30621999,6
50000000,17.716,120081841,124.0,6.7,1885,2011,8,62139999,149237711,7
120000000,20.212,325756637,130.0,6.4,1434,2000,6,195324000,530234078,6
8000000,14.464,22700000,91.0,5.9,686,2008,2,10458400,29675709,6
46000000,15.712,113714830,118.0,6.9,3007,2002,5,70430600,174108776,7
100000,13.214,1776935,92.0,6.7,1050,2011,7,124279,2208374,7
40000000,18.21,25804707,107.0,6.0,286,1997,4,69144000,44606016,6
12000000,18.5,265452,94.0,5.7,247,2013,9,14163599,313312,6
20000000,10.711,20211394,115.0,6.5,624,2008,12,26145999,26422355,6
42000000,13.157,62000000,108.0,6.5,539,1991,6,87179400,128693399,6
65000000,17.208,158851357,93.0,5.8,1292,2006,10,90233000,220517453,6
32000000,13.707,173398518,97.0,6.6,2533,2003,9,48227200,261328906,7
12000000,13.86,96070507,122.0,6.9,594,2012,4,14456400,115736139,7
1500000,13.955,7412216,91.0,6.8,677,1995,7,2743800,13558425,7
9000000,13.454,21510851,84.0,4.9,278,2006,12,12493800,29861363,5
12500000,12.955,27206120,101.0,5.4,370,2009,9,15736249,34249784,5
35000000,19.205,78269970,115.0,6.6,1324,2008,2,45755500,102322331,7
20000000,13.705,32054369,105.0,6.3,926,2010,9,25264000,40491078,6
63000000,13.704,183953723,95.0,5.7,799,2011,3,78296400,228617686,6
22000000,15.702,13405595,93.0,6.7,1030,2006,11,30540400,18609646,7
15000000,14.155,35485608,140.0,6.9,3464,2013,3,17704500,41883663,7
10000000,9.951,9950133,107.0,6.6,203,2005,8,14352000,14280430,7
13000000,16.202,3012210,100.0,5.4,339,2011,12,16156399,3743574,5
50000000,14.401,60161391,118.0,6.1,773,2009,3,62944999,75737175,6
14600000,19.447,70906973,101.0,7.6,5112,1993,11,28215960,137034816,8
1500000,14.198,30553395,93.0,5.6,770,2003,8,2260650,46047021,6
20000000,11.157,25975621,133.0,7.1,1013,2016,2,22866000,29697927,7
20000000,15.954,36606743,100.0,6.5,2294,2015,2,22912000,41936684,6
58500000,11.195,111127553,108.0,7.4,2269,2002,1,89569350,170147396,7
15000000,19.945,14867514,103.0,6.5,631,2004,10,22105500,21910255,6
10000000,13.705,1710528,129.0,5.4,626,2017,3,11290000,1931186,5
12700000,17.7,49196532,111.0,5.8,121,2016,7,14519910,56246395,6
50000000,12.943,49718611,119.0,6.0,476,2004,5,73685000,73270317,6
220000,11.889,2040920,81.0,6.7,645,1992,4,438042,4063675,7
2500000,14.693,8315,102.0,4.5,184,2012,2,3011750,10017,4
13938145,12.45,30169000,136.0,6.9,149,2016,7,15935481,34492217,7
60000000,13.439,16000000,105.0,5.2,190,1997,5,103716000,27657600,5
25000000,15.389,56422687,94.0,6.3,1231,2004,6,36842500,83150113,6
2000000,15.437,2381087,102.0,7.3,1157,1995,4,3658400,4355484,7
14000000,15.687,72527595,100.0,5.7,763,1998,9,23647400,122506360,6
12000000,16.438,84500122,98.0,5.3,645,2006,1,16658400,117303069,5
20000000,12.443,6485961,106.0,7.1,368,2015,4,22912000,7430316,7
70000000,13.436,154648887,143.0,7.3,1089,2004,8,103159000,227906064,7
20000000,14.583,35739755,104.0,6.6,1344,1993,7,38652000,69070650,7
20000000,10.939,3396345,110.0,7.3,339,2014,6,23264000,3950628,7
3000000,11.938,1675381,100.0,5.2,126,2013,9,3540899,1977452,5
42000000,17.884,117592831,91.0,5.9,770,2004,9,61895400,173296555,6
26000000,19.333,71868327,106.0,7.3,2565,2000,8,42320200,116980075,7
140000000,15.433,209073645,108.0,6.8,3727,2004,12,206318000,308111830,7
26000000,13.631,90574188,95.0,6.7,2919,2004,9,38316200,133479180,7
5000000,12.184,10429707,98.0,5.6,216,2014,3,5816000,12131835,6
47000000,14.728,102825796,96.0,5.9,1505,1996,10,83627100,182957938,6
20000000,17.375,61276872,107.0,7.7,2893,1990,11,43752000,134049285,8
65000000,15.825,172842355,104.0,5.7,795,2002,10,99521500,264638929,6
10000000,12.925,16300000,96.0,5.4,333,2001,1,15744000,25662720,5
11000000,12.174,72778712,95.0,6.3,668,2006,9,15270200,101031407,6
2000000,14.926,7871522,109.0,7.7,605,2010,8,2526400,9943306,8
22000000,9.174,23530831,114.0,6.6,408,2008,8,28760599,30761855,7
29000000,13.181,78636257,91.0,5.8,1016,2016,7,33155700,89904832,6
52000000,15.623,77944725,113.0,6.3,1073,2005,10,74630400,111866269,6
9800000,20.143,5566776,152.0,7.2,1484,2018,4,10833900,6154070,7
34000000,12.433,23355100,143.0,7.3,1134,2017,7,38386000,26367907,7
12000000,15.125,35931410,128.0,6.1,1864,2013,8,14163599,42409843,6
17000000,9.43,42487325,111.0,5.6,273,2016,11,19436100,48575758,6
15000000,12.421,21156270,103.0,6.7,1051,2006,1,20823000,29369134,7
8500000,10.924,770706,107.0,6.1,811,2013,9,10032550,909664,6
18339750,15.09,92180910,156.0,7.8,2406,2004,8,27027289,135847007,8
24000000,15.673,12096300,134.0,6.7,1700,2014,5,27916800,14070416,7
1000000,13.924,23456897,90.0,5.4,546,2014,7,1163200,27285062,5
70000000,16.416,19870567,97.0,5.7,425,1998,1,118237000,33563374,6
5000000,11.915,20146880,96.0,7.0,218,1992,1,9955500,40114452,7
80000000,17.668,212874864,99.0,6.1,2065,2008,12,104583999,278291309,6
20000000,14.925,14397593,92.0,6.2,871,2016,4,22866000,16460768,6
16000000,18.565,119754278,93.0,6.1,1236,2000,5,26043200,194924038,6
11000000,18.413,2807854,98.0,5.8,496,1991,2,22832700,5828262,6
70000000,17.165,130358911,164.0,7.1,1633,2005,12,100464000,187091109,7
16000000,18.112,134582776,136.0,7.4,1037,1995,12,29267200,246178813,7
3000000,11.911,1829804,88.0,5.3,207,1992,8,5973300,3643322,5
19201483,13.67,17000172,95.0,7.1,257,2016,4,21953055,19436296,7
70000000,17.36,113280098,128.0,6.6,1948,2008,10,91511000,148091072,7
60000000,15.01,50650079,90.0,5.2,948,2008,8,78438000,66214848,5
51500000,17.609,56106607,100.0,7.4,2062,2007,9,69246900,75440943,7
46000000,16.158,150000000,111.0,7.2,1150,1996,11,81847800,266895000,7
12716953,8.908,18814720,113.0,6.4,393,1997,1,21982524,32523124,6
15000000,10.908,1914166,89.0,5.0,136,2004,12,22105500,2820906,5
80000000,15.405,136159423,130.0,5.2,781,1998,3,135128000,229986881,5
57000000,14.405,147845033,123.0,5.9,969,2001,1,89740800,232767219,6
20000000,12.906,31198531,101.0,5.7,522,2009,10,25178000,39275830,6
20000000,13.805,4001121,135.0,6.6,454,2007,1,26892000,5379907,7
85000000,13.301,183611771,100.0,5.5,942,2000,7,138354500,298864879,6
11000000,17.15,10032765,118.0,7.7,2519,1993,12,21258600,19389321,8
70000000,12.4,32287044,125.0,6.3,547,2002,2,107177000,49434693,6
31000000,12.149,134095253,157.0,7.7,1897,1992,12,61724100,266997058,8
21150000,15.15,39438674,92.0,5.1,371,2001,12,33298560,62092248,5
44000000,12.399,21400000,118.0,2.9,508,2000,10,71618800,34832780,3
1200000,12.898,2600000,85.0,6.8,305,2000,7,1953240,4232020,7
7154497,13.664,15500000,111.0,7.2,112,2017,12,8077427,17499500,7
25000000,14.397,19075720,97.0,5.7,811,1995,5,45730000,34893307,6
31000000,11.647,68106245,118.0,7.2,1064,2000,4,50458700,110856534,7
30000000,12.647,23400000,91.0,6.1,624,2004,7,44211000,34484580,6
12000000,18.546,39673162,154.0,7.3,4244,1997,10,20743200,68579027,7
6000000,10.895,10409377,97.0,7.1,2046,1999,12,9979800,17313916,7
15000000,11.146,21000000,95.0,6.7,171,2006,10,20823000,29152200,7
50000000,12.895,113309743,115.0,5.3,640,1996,6,88965000,201612025,5
5000000,16.644,33616692,106.0,7.4,860,2001,8,7872000,52926119,7
34000000,18.843,50282766,119.0,7.1,2161,1994,8,63818000,94380751,7
35000000,13.594,43650785,114.0,5.6,149,2008,8,45755500,57064671,6
15000000,10.393,30226144,126.0,7.2,360,2007,12,20169000,40642073,7
26000000,15.891,206678440,126.0,7.7,2725,1993,12,50247600,399426753,8
29000000,11.4,48902953,110.0,6.7,1079,2016,6,33155700,55910746,7
32000000,15.345,28258060,137.0,7.2,1892,2012,7,38550400,34042484,7
9000000,12.644,18663238,84.0,7.3,188,2011,11,11185200,23194672,7
35000000,12.893,117000198,100.0,6.0,614,2009,1,44061500,147291549,6
84000000,12.79,123307945,106.0,5.0,891,2000,7,136726800,200708342,5
15000000,14.59,3675201,134.0,7.6,1526,1997,1,25929000,6352952,8
16000000,12.589,14822346,86.0,5.1,249,2004,5,23579200,21843691,5
1600000,19.594,6263224,86.0,7.6,2241,2014,6,1861120,7285382,8
22000000,15.152,6069605,91.0,5.0,134,2017,1,24838000,6852584,5
38000000,15.386,51801187,114.0,6.5,687,2002,5,58181800,79312797,6
30000000,17.086,14711793,160.0,7.0,1656,2007,7,40338000,19781476,7
145000000,9.636,25819961,137.0,5.8,209,2004,7,213686500,38050876,6
30000000,14.387,63372757,106.0,6.5,2275,2013,7,35409000,74798865,6
135000000,13.134,76932943,121.0,5.2,636,2005,7,193752000,110414159,5
7000000,11.633,25900000,85.0,6.0,842,2002,3,10717700,39655490,6
21000000,13.633,7563172,87.0,5.0,481,2006,8,29152200,10499195,5
55000000,10.131,98625775,97.0,6.1,531,1999,12,91481500,164044251,6
7000000,15.336,7600000,123.0,7.3,1414,2013,12,8262099,8970280,7
30000000,13.131,23619609,106.0,5.8,556,2001,9,47232000,37186712,6
8500000,19.872,2053469,139.0,6.4,665,2018,6,9396750,2270109,6
42000000,19.869,122529966,85.0,5.6,669,2014,1,48854400,142526856,6
12000000,9.379,36450736,97.0,3.8,225,1999,12,19959600,60628509,4
40000000,12.885,13644292,115.0,5.7,694,2015,2,45824000,15630900,6
100000000,17.881,150166126,106.0,6.3,2130,2009,11,125889999,189044136,6
10000000,9.131,610986,101.0,6.2,230,2011,6,12427999,759333,6
10000000,11.127,25196249,105.0,6.0,257,1991,7,20757000,52299854,6
5000000,18.383,58978653,108.0,6.7,2210,2015,7,5728000,67565944,7
6000000,15.325,11336986,83.0,6.4,220,1991,3,12454200,23532181,6
16000000,15.825,45361000,130.0,7.5,2017,1991,5,33211199,94155827,8
50000000,18.077,72617068,122.0,7.2,2969,2005,9,71760000,104220015,7
12000000,11.133,60273173,100.0,5.7,241,2015,11,13747200,69048946,6
11000000,12.125,17423030,100.0,7.0,715,2001,11,17318400,27430818,7
20000000,13.125,50732139,105.0,6.1,1128,2003,3,30142000,76458406,6
15000000,13.624,15121165,110.0,7.2,1972,2003,1,22606500,22789107,7
15000000,12.378,8138788,106.0,6.2,461,2012,9,18070500,9804797,6
10000000,12.384,4073489,109.0,6.8,448,2016,9,11433000,4657219,7
54000000,11.875,130431368,108.0,5.6,941,2006,7,74962800,181064825,6
25000000,12.124,51842679,104.0,5.9,348,2002,8,38277500,79376325,6
15000000,16.826,34533783,108.0,7.5,3187,2008,8,19609500,45146014,8
16000000,13.373,18564088,101.0,7.0,792,1999,4,26612800,30877647,7
19700000,13.627,30000000,89.0,6.9,265,2013,11,23251909,35409000,7
22000000,11.873,57479076,108.0,6.3,651,2005,11,31574400,82493969,6
75000000,18.621,195745823,106.0,6.1,2117,2003,11,113032500,295008529,6
130000000,15.122,119269486,124.0,5.8,928,2005,6,186576000,171175566,6
40000000,15.073,58785180,102.0,6.3,987,2010,10,50528000,74257439,6
38000000,12.369,34416893,140.0,7.0,800,1991,1,78876600,71439144,7
1000000,9.125,395000,99.0,6.9,524,2014,1,1163200,459464,7
8000000,12.619,2275557,79.0,6.2,253,1991,8,16605599,4723373,6
90000000,11.121,65900249,135.0,6.8,1183,2006,10,124938000,91482725,7
88000000,15.871,108539911,144.0,7.5,1435,2005,2,126297600,155776480,8
40000000,14.118,132440069,128.0,7.1,851,1992,1,79644000,263701421,7
54000000,14.019,128769345,95.0,5.6,2056,1996,6,96082200,229119295,6
25000000,11.621,18593156,122.0,7.3,754,2008,10,32682499,24306832,7
70000000,9.619,154937680,134.0,6.8,661,2006,12,97174000,215084487,7
10000000,11.131,248370,91.0,6.5,110,2017,2,11290000,280409,6
28,9.368,14,93.0,6.2,378,2001,7,44,22,6
40000000,10.871,41863726,95.0,5.5,479,2012,12,48188000,50433230,6
56000000,13.32,142044638,118.0,5.9,1613,2011,8,69596800,176533076,6
30000000,12.37,53909751,124.0,5.8,921,2012,4,36141000,64945077,6
45000000,10.869,42487390,99.0,5.1,680,2008,8,58828499,55543764,5
45000000,11.566,112006296,123.0,6.3,761,1994,4,84465000,210235817,6
12500000,15.869,1353868,107.0,5.5,510,2012,9,15058750,1631004,6
12000000,11.865,23726793,119.0,5.1,219,2003,9,18085200,35758649,5
30000000,10.615,42886719,107.0,6.7,867,2005,4,43056000,61551019,7
4000000,14.783,52425855,91.0,4.6,1570,2015,1,4582400,60059059,5
3000000,15.767,11176469,109.0,7.5,1434,2013,5,3540899,13191586,8
70000000,13.865,111231041,112.0,5.6,978,2008,7,91511000,145412339,6
20000000,14.218,100525432,97.0,5.3,913,2014,2,23264000,116931182,5
4735684,15.407,12277353,108.0,7.3,160,2019,9,5110750,13249719,7
100000,13.865,95000,86.0,6.3,234,2012,5,120470,114446,6
55000000,18.561,198685114,114.0,6.7,1384,1998,10,92900500,335599026,7
9900000,12.068,2400000,92.0,5.5,932,2016,7,11318670,2743920,6
15600000,13.4,11620337,119.0,6.7,83,2019,7,16835520,12540667,7
18000000,17.559,25739015,114.0,6.9,1857,2008,4,23531400,33648614,7
35000000,13.61,88058786,134.0,5.8,1548,2012,12,42164500,106084419,6
12000000,12.62,10051659,118.0,7.3,362,2017,10,13548000,11348323,7
20000000,10.605,11585483,93.0,6.2,230,1993,7,38652000,22390104,6
12000000,11.556,52223306,96.0,6.7,1034,2002,8,18373200,79959103,7
45000000,13.107,16809014,103.0,5.3,216,2005,1,64584000,24124296,5
10000000,13.555,25605015,100.0,6.3,314,1998,12,16891000,43249430,6
30000000,14.107,95714875,109.0,7.3,1458,2009,6,37767000,120495456,7
40000000,15.607,85412898,119.0,7.1,1968,2011,3,49711999,106151149,7
60000000,13.104,71000000,128.0,6.1,393,2000,7,97662000,115566700,6
45000000,15.014,114501299,105.0,5.6,1448,2016,11,51448500,130909335,6
12000000,13.603,61141030,93.0,5.1,386,2002,2,18373200,93613031,5
21000000,17.352,227799884,105.0,6.7,1453,1993,6,40584600,440246055,7
55000000,19.003,154906693,105.0,6.0,1311,2002,12,84210500,237177637,6
20000000,14.353,37597471,97.0,5.4,664,2006,8,27764000,52192809,5
24000000,13.601,32710894,76.0,6.4,382,1992,10,47786400,65130661,6
9000000,15.311,18803648,105.0,7.1,2919,2016,11,10289700,21498210,7
28000000,19.599,77516304,90.0,6.8,1224,2001,5,44083200,122041669,7
20000000,13.353,73830340,108.0,5.7,419,2009,4,25178000,92945015,6
38000000,16.349,58401898,133.0,6.4,1865,1999,8,63205400,97139876,6
30000000,19.55,82148538,105.0,6.9,2142,2010,5,37896000,103770033,7
5000000,13.856,3220371,95.0,6.7,1721,2016,4,5716500,3681850,7
70000000,18.596,300854823,142.0,6.9,3724,1991,10,145299000,624484356,7
72000000,18.098,96889998,123.0,6.6,1810,2005,4,103334400,139056525,7
50000000,14.097,69834815,87.0,6.1,254,2006,10,69410000,96944690,6
20000000,12.599,16863583,93.0,5.2,594,2012,4,24094000,20315558,5
19000000,13.095,44332015,105.0,5.4,242,1997,8,32843400,76632321,5
12000000,15.349,66351,95.0,5.9,431,2012,8,14456400,79933,6
6500000,18.596,98410061,112.0,7.3,2365,2005,6,9328800,141238119,7
20000000,10.845,6819587,108.0,6.6,281,2007,1,26892000,9169616,7
25000000,10.842,22200000,97.0,6.6,471,1994,12,46925000,41669400,7
14000000,12.603,13819139,111.0,6.8,361,2016,11,16006200,15799421,7
500000,10.913,745327,92.0,5.8,94,2006,4,694100,1034662,6
