BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,TAGLINE,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
30000000,19.498,163649270,6.6,554,One Person Can Make All The Difference!,1999,7,49899000,272197830,7
5600000,20.5,18469680,6.6,1259,Fear Revisited,2009,9,7049839,23251480,7
18000000,15.246,35348597,6.9,1146,It’s hard to be cool... when your dad’s Goofy.,1995,7,32925600,64659653,7
58000000,16.75,50365377,6.1,318,High-Octane Action and Daring Dogfights!,2012,1,69872600,60675169,6
75000000,13.997,215663859,5.9,642,The Mountain Will Decide.,2000,8,122077500,351036063,6
10000000,13.502,10835752,6.7,335,A letter from John Lennon changed his life,2015,3,11456000,12413437,7
27000000,17.947,101624843,6.6,2505,Put this in your pipe and smoke it.,2008,6,35297100,132854157,7
53000000,14.495,95226116,5.4,596,Everyone is looking for the next big hit,2005,4,76065600,136668521,5
18000000,18.994,251212670,6.5,1620,One Man. One Masterpiece. One Very Big Mistake.,1997,3,31114800,434246221,6
10000000,15.744,17979739,5.2,152,The Power Is Back!,1997,3,17286000,31079776,5
17000000,14.349,3758328,6.2,580,Welcome to the family,2014,11,19774400,4371687,6
15000000,17.243,27462041,6.3,1379,Why deny what you desire the most.,2011,9,18642000,34129824,6
75000000,17.196,59418613,6.2,885,Nothin' but a good time.,2012,6,90352500,71581603,6
60000000,18.992,37141130,5.1,636,A new vision of a classic nightmare.,1998,4,101346000,62735082,5
2000000,15.756,11303040,7.4,1703,Welcome to a magical kingdom,2017,6,2258000,12761132,7
50000000,13.94,189859560,6.5,1379,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,1995,10,91460000,347291107,6
27220000,15.994,5496951,6.2,974,The hunter becomes the hunted,2013,11,32127765,6488051,6
8500000,15.992,8936663,6.3,382,Warrior. Conqueror. Legend.,2008,4,11112050,11682899,6
35000000,13.242,21819348,5.8,836,It's never too late to start acting like a family,2013,4,41310500,25753376,6
18000000,15.99,47088990,7.0,853,"When you come back from a loss, beat the odds, and never say never, you find a champion.",2011,8,22370400,58522196,7
100000000,13.736,7103973,4.4,315,The MAN on the Moon.,2002,8,153110000,10876893,4
25000000,15.485,133752825,6.5,1157,Just deux it.,1993,5,48315000,258490709,6
102000000,21.736,147080413,6.2,1841,Log On. Hack In. Go Anywhere. Get Everything.,2001,7,160588800,231563402,6
4000000,12.486,16675000,5.3,271,"This year, the past, the present and the future will all meet at the crossroads of hell.",1996,8,7117200,29669827,5
9000000,14.686,33556631,6.4,879,Every night has a soundtrack.,2008,3,11765700,43868583,6
27000000,16.683,56308881,7.5,2787,Wrong Time. Wrong Place. Wrong Number.,2006,2,37481400,78167988,8
24000000,19.03,83531958,7.1,2194,100% Pure Adrenaline!,1991,1,49816800,173387285,7
5500000,15.231,16600000,6.6,199,New Monsters. New Battles. Now on the Big Screen.,2000,6,8952350,27019820,7
60000000,14.981,159330280,6.3,1185,How do you stop an assassin who has no identity?,1997,11,103716000,275418322,6
40000000,15.431,46442528,6.6,535,If You Think You Know the Story...You Don't Know the Man.,2005,9,57408000,66654316,7
6000000,14.731,119114517,7.1,942,Controversy... what controversy?,2004,6,8842200,175539063,7
18500000,17.418,6490401,5.8,66,"Before he was the savior, he was a child.",2016,10,21151050,7420475,6
10000000,16.494,3179847,6.5,106,"Love, just like in the movies.",2017,11,11290000,3590047,6
8900000,15.186,4100000,6.0,649,Never make a bet you can't afford to lose.,2015,11,10195840,4696960,6
35000000,13.736,50363790,7.1,1837,Even Legends Need a Hero,2015,12,40096000,57696757,7
60000000,20.478,48585416,4.3,440,Saving the World in Style.,1998,8,101346000,82065626,4
25000000,15.728,27645491,6.2,643,Big things happen to those who dream big.,2005,3,35880000,39676808,6
15000000,14.727,12834936,6.4,870,Horror Has A New Face,2006,3,20823000,17817458,6
38000000,15.983,112343513,6.2,2499,Welcome to the party,2016,1,43445400,128442338,6
4000000,15.426,14759148,8.0,1330,On the streets of Rio only the elite survive,2007,12,5378400,19845150,8
35000000,18.723,156563139,6.2,915,It's not a job... It's an Adventure!,1992,8,69688500,311732866,6
28000000,16.225,38159905,6.1,1354,Everything changed in the wink of an eye.,2006,2,38869600,52973580,6
22000000,16.427,77229695,6.2,596,School's out for summer,2012,2,26503400,93038613,6
71000000,15.471,294456605,5.6,2144,He doesn't just talk to the animals!,1998,6,119926100,497366651,6
25000000,15.221,30120671,4.9,301,"When a miracle becomes a nightmare, evil is born.",2004,4,36842500,44388832,5
40000000,20.877,165478348,7.2,5170,"In the shadow of war, one man showed the world what we stood for.",2015,10,45824000,189571995,7
50000000,21.675,151165787,6.1,555,"When others fly out, heroes fly in.",2014,7,58160000,175836043,6
9000000,19.22,23936908,6.5,1372,Fast Food. High Times.,2004,5,13263300,35275821,6
25000000,17.726,42972994,6.9,2240,"Love, fight, live, rule like a legend.",2015,9,28640000,49229861,7
80000000,23.027,122444772,6.1,2228,How do you save humanity when the only thing that's real is you?,2009,9,100712000,154145723,6
28000000,15.466,11373501,6.2,296,Follow your heart and nothing is impossible.,1994,3,52556000,21348061,6
25000000,13.216,55443032,6.1,192,The Family Vacation Goes Overboard,2003,6,37677500,83558193,6
13000000,12.93,24640027,7.0,1083,"In the Kremlin, no one can hear you scheme",2017,10,14677000,27818590,7
4000000,15.423,15656193,7.0,4041,An unconventional love story...,2015,10,4582400,17935734,7
10000000,11.965,10571408,6.5,191,The battle between the good and the bad is bound to get ugly.,1999,7,16633000,17583422,6
7000000,13.723,17062499,4.3,216,Bear to be different,2016,1,8003100,19507555,4
8000000,14.713,22593409,6.0,176,The last guy she wants is the only one she needs.,1999,1,13306400,37579617,6
20000000,17.454,12007070,6.6,987,The result is never in question. Just the path you take to get there.,2014,12,23264000,13966623,7
50000000,17.461,273552592,6.9,2082,Everybody loved him... Everybody disappeared.,1996,12,88965000,486732126,7
35000000,14.21,68915888,5.9,596,His house. His rules. Some in-laws were made to be broken.,2005,3,50232000,98908082,6
20000000,10.21,50907234,7.2,1151,"There is no evidence. There are no witnesses. But for one, there is no doubt.",2008,2,26145999,66551027,7
50000000,14.157,42792561,6.5,631,Deception is their most deadly weapon.,2003,4,75355000,64492668,6
17000000,19.208,57103895,6.5,1072,Nobody gets away clean.,2006,9,23599400,79271627,6
22000000,19.461,67800064,6.6,180,Their Empire. His Kingdom.,2014,2,25590400,78865034,7
35000000,13.459,60251371,7.3,333,The Impossible True Story,2010,8,44212000,76109531,7
17000000,16.457,45719985,6.3,584,This is War. This is Brooklyn.,2009,1,21401300,57556889,6
27000000,20.354,56870414,5.7,634,You'll never know what bit you.,1999,7,44909100,94592559,6
32000000,14.205,51155219,6.8,1203,Freedom begins with an act of defiance,2008,12,41833600,66875217,7
80000000,19.854,516642939,6.2,3372,Misery loves family.,2004,12,117896000,761376699,6
35000000,13.955,42930462,6.0,1777,How Far Would You Go To Save Your Son?,2013,2,41310500,50670824,6
25000000,16.851,80936232,5.7,553,"He may be small, but he's got a big brain!",2001,12,39360000,127426003,6
13500000,15.949,201965915,6.6,1076,Heroes in a half shell!,1990,3,29532600,441820635,7
50000000,17.699,150270147,6.0,937,Prepare to Go Ballistic.,1996,9,88965000,267375672,6
30000000,15.947,63848322,7.8,1946,He's got a good future if he can live past next week.,1993,10,57978000,123393267,8
1255000,13.7,43059790,7.7,776,"Nothing to lose, nothing to compromise.",2010,4,1585316,54393126,8
20000000,15.198,135680000,5.9,828,Feel the jungle beat,2003,7,30142000,204483328,6
35000000,15.802,173965010,5.8,2559,She's having the time of his life,2013,7,41310500,205330901,6
5000000,16.208,56303596,7.4,1685,An awkward true story.,2017,3,5645000,63566759,7
12000000,12.697,31179516,5.1,106,Take the ride.,2004,7,17684400,45949252,5
25000000,13.396,55494066,6.5,331,Let desire be your destiny.,1998,1,42227500,93735026,6
21000000,13.195,42273609,5.4,482,The Turtles Are Back....In Time.,1993,3,40584600,81697976,5
80000000,13.442,177977226,5.6,1631,Catch it if you can!,1997,11,138288000,307651432,6
46000000,12.941,107196498,5.9,786,"Still the man, any questions?",2000,6,74874200,174483739,6
14000000,14.689,34793160,6.6,399,"Where civilization ends, their journey begins.",1991,1,29059800,72220162,7
60000000,12.441,17834865,6.4,507,Inspired by a true story,2006,9,83292000,24758359,6
52000000,22.76,75450437,6.0,1861,Who says men can't change?,2011,5,64625599,93769803,6
27000000,16.69,21148829,6.5,734,"For seven elite profilers, finding a serial killer is a process of elimination. Their own.",2004,7,39789900,31167029,6
120000000,17.982,186053725,6.9,3287,Atlantis is waiting...,2001,2,188928000,292922984,7
52000000,15.187,355237933,7.4,3695,"Houston, we have a problem.",1995,6,95118400,649801227,7
65000000,20.635,250821495,6.6,2167,Someone you pass on the street may already be the love of your life.,1998,2,109791500,423662587,7
6000000,12.184,25792310,6.4,761,You don't have to believe... just beware.,1992,10,11946600,51355068,6
100000000,19.786,347512318,6.6,4440,The greatest adventure history has ever revealed.,2004,11,147370000,512128903,7
17000000,19.683,213525736,7.3,2035,"A timeless story of strength, secrets and two warriors who would never surrender",2000,6,27670900,347555840,7
30000000,13.689,105011053,6.0,1069,Big sisters don't always know best.,2015,12,34368000,120300662,6
26000000,16.185,53676580,7.0,2059,"When the law became corrupt, outlaws became heroes.",2012,8,31322200,64664175,7
70000000,15.68,164000000,5.9,875,"After this week in paradise, they’re going to need a vacation.",1998,12,118237000,277012400,6
38000000,19.33,321682600,6.4,2488,The battle of the sexes is on.,2009,7,47838200,404966225,6
12000000,15.929,9584131,6.7,1205,Welcome to District B13. Welcome to the future,2004,9,17684400,14124133,7
60000000,13.929,261200000,7.0,591,Like You've Never Seen Him Before,2009,10,75534000,328824680,7
18000000,16.433,41325328,5.8,554,Get Ready for Ricki.,2015,10,20620800,47342295,6
50000000,18.675,171269535,5.8,1512,"Small town kid, big time right hook.",2002,6,76555000,262230785,6
20000000,13.425,10442808,3.2,372,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,2005,1,28704000,14987518,3
20000000,20.676,51416464,6.2,1256,"In 2019, The Most Precious Natural Resource... Is Us.",2009,1,25178000,64728186,6
30000000,12.178,62616646,5.7,891,The house always wins.,2013,9,35409000,73906427,6
10000000,14.176,1034589,5.9,193,You will never see it coming.,2013,3,11802999,1221125,6
75000000,20.421,14567883,6.1,433,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",1998,10,126682500,24606611,6
60000000,18.123,62803180,6.3,1515,Every story ever written is just waiting to become real.,2008,11,78438000,82102597,6
8933400,16.695,2133033,5.8,503,Oblivion Awaits.,2018,7,9875873,2358067,6
40000000,18.672,136000000,5.8,2041,"It's a Job. It Isn't Personal. Well, Maybe a Little...",2010,3,50528000,171795200,6
4000000,14.378,13624522,7.9,1552,Boy meets girl. Girl unimpressed. Boy starts band.,2016,11,4573200,15576916,8
20000000,15.621,21972336,6.7,1289,New Girl. New School. New Rules.,2008,8,26145999,28724434,7
51000000,21.668,116476887,5.6,622,What happens in the barn stays in the barn,2006,4,70798200,161693214,6
35000000,14.813,117270765,5.7,926,He's armed... He's adorable... And he's out of school for the entire summer.,1993,6,67641000,226637480,6
30000000,13.366,20348249,6.9,984,Their escape was just the beginning.,2010,3,37896000,25703908,7
27000000,16.413,231976425,7.2,1313,"In love, there are no boundaries.",1996,5,48041100,412755653,7
60000000,18.662,35060882,5.7,566,Meet a man who never met a woman he didn't love.,2004,10,88422000,51669221,6
137000000,14.41,85131830,6.1,972,Unleash a new reality,2001,2,215692800,134031553,6
50000000,14.86,33422806,5.3,729,It's only a flesh wound!,2001,11,78720000,52620865,5
50000000,17.411,83761844,5.1,498,Live Large,2010,4,63160000,105807961,5
65000000,20.664,76801179,5.2,1345,"In the battle between good and evil, an immortal holds the key",2014,1,75608000,89335131,5
28000000,12.359,92601050,6.3,738,Life isn't always made to order.,2007,6,37648800,124511371,6
52000000,20.405,256271286,7.4,1980,She brought a small town to its feet and a huge corporation to its knees.,2000,3,84640400,417132772,7
30000000,13.404,14110589,5.0,372,Holli Would if she could ...and she will,1992,10,59733000,28095593,5
13000000,9.905,2689799,6.6,117,There's more to the story than you know,2006,11,18046600,3733978,7
2000000,19.354,20908467,7.6,1464,Love. Betrayal. Death.,2000,6,3255400,34032711,8
36000000,17.653,102244770,7.2,1447,Give a father no options and you leave him no choice.,2002,2,55119600,156546967,7
3000000,12.903,18637690,6.3,468,What happens in the kitchen ends up on the plate.,2005,7,4305600,26748812,6
2000000,16.468,13539709,7.3,900,Based on the most awkward year of your life,2018,1,2211000,14968148,7
70000000,17.902,118000000,6.4,735,The battle for paradise has begun.,1998,11,118237000,199313800,6
8000000,16.355,63464861,7.3,2704,You're only as strong as your next move,2013,7,9442400,74907575,7
60000000,14.6,93107289,6.2,938,Someone knows too much.,1998,3,101346000,157267521,6
82343495,22.387,48814909,7.3,1343,History is made by those who break the rules.,2000,9,134030506,79456027,7
39000000,16.424,12780692,6.6,718,You can't put this hero in a box,2018,12,43114500,14129055,7
38000000,22.365,252276927,7.3,3667,Punishment Comes One Way or Another.,2010,12,48001600,318676214,7
55000000,15.797,174463257,5.5,1340,Watch out!,1997,7,95073000,301577186,6
45000000,11.395,58620973,6.2,813,Jack Powell is about to tackle his biggest adventure ever... the fifth grade!,1996,9,80068500,104304297,6
40000000,15.396,28169671,5.7,727,Meet Darren. He's sixteen going on immortal.,2009,10,50356000,35462798,6
11000000,20.099,45967935,7.1,2239,Starting from scratch never tasted so good.,2014,8,12795200,53469901,7
18000000,15.145,15345201,5.7,533,Popularity is nice. Popular girls are not.,2009,10,22660200,19318073,6
28000000,14.392,60780981,6.1,2993,3% Body Fat. 1% Brain Activity.,2001,9,44083200,95693576,6
60000000,16.142,95427515,6.1,1175,Remember the future.,2003,12,90426000,143818807,6
10000000,13.4,30658387,5.6,253,She's carrying more than just a secret.,2016,9,11433000,35051733,6
70000000,22.278,135560026,7.2,2745,This Summer A Star Falls. The Chase Begins.,2007,9,94122000,182274010,7
16500000,18.338,67683989,6.5,2185,"If he were any cooler, he'd still be frozen, baby!",1997,2,28521900,116998543,6
42000000,11.887,7959291,7.0,759,You know you want it.,1995,10,76826400,14559135,7
33000000,22.264,104155843,6.2,946,Enter The Mind Of A Killer,2000,8,53714100,169534465,6
10500000,11.64,42070000,6.4,531,Bad men will bleed.,2014,5,12213600,48935824,6
30000000,18.534,160638883,7.4,1530,After the Fall from Innocence the Legend begins.,1994,12,56310000,301519183,7
45000000,16.636,82800000,5.8,617,Nothing Is More Dangerous Than A Man With Everything To Lose.,2006,8,62469000,114942960,6
85000000,12.634,144000000,6.1,908,"Something unexpected, unbelievable, unforgettable.",2006,7,117997000,199900800,6
40000000,13.881,116300000,5.5,373,You like to watch... don't you?,1993,5,77304000,224761380,6
7500000,11.582,19000000,7.6,2234,Evil is something that you learn,2008,11,9804750,24838700,8
48000000,19.63,207515725,7.1,1278,No one gets away clean,2000,3,78129600,337773345,7
50000000,15.38,110803676,5.4,748,Cousins. Outlaws. Thrillbillies.,2005,5,71760000,159025435,5
3300000,12.135,64110728,5.2,987,Evil will rise.,2015,1,3780480,73445249,5
27000000,14.875,101646581,5.9,656,Turn back the clock and you're history.,1994,9,50679000,190790632,6
80000000,15.628,230685453,6.1,2419,Saving The World...And Loving It!,2008,6,104583999,301575092,6
12000000,9.879,17654912,7.5,1216,Life's not about winning or losing. It's about how you get there in the end.,2013,9,14163599,20838092,8
30000000,13.874,24048000,5.5,324,Justice needs a new program.,1995,4,54876000,43988601,6
50000000,13.825,80383290,6.3,582,Taking the world by farce,2014,3,58160000,93501842,6
37000000,16.321,163720069,6.6,3085,Intelligence is relative.,2008,5,48370100,214031246,7
18500000,21.218,10680275,7.2,3062,"Buy the ticket, take the ride",1998,5,31248350,18040052,7
85000000,16.368,149044513,6.2,1628,"In the coldest place on Earth, he's the hottest thing around.",2007,8,114291000,200405252,6
19000000,13.87,6928068,6.1,462,Best. Night. Ever.,2011,4,23613200,8610202,6
30000000,16.07,51148651,7.0,1926,What if you had 72 hours to save everything you live for?,2010,11,37896000,64610975,7
30000000,15.867,41002607,6.1,1287,You can't run from evil when it lives next door.,2011,8,37284000,50958039,6
50000000,13.613,55495563,6.3,707,The Clock Is Ticking...,2003,3,75355000,83637362,6
79000000,14.616,149673788,4.2,1435,His twin sister is coming for the holidays... ...and it ain't pretty.,2011,11,98181199,186014583,4
63000000,15.612,25052000,6.7,515,The epic story of love and adventure in a lawless land.,1994,6,118251000,47022604,7
15000000,12.864,29331068,5.5,641,She's making a scene over everything.,2004,2,22105500,43225194,6
4667008,14.876,17535962,6.2,734,A gangster. A princess. The true story of a most unlikely love affair.,2017,12,5269052,19798101,6
33000000,18.755,102984862,6.6,4299,A secret experiment. A deadly virus. A fatal mistake.,2002,3,50526300,157680122,7
13500000,15.627,18850674,5.8,280,The mustache rides. Again.,2018,4,14924249,20839420,6
60000000,13.11,31720158,6.7,525,Life has a mind of its own,2009,4,75534000,39932506,7
4000000,14.013,27007072,7.8,2076,We can all lose control,2014,8,4652800,31414626,8
12000000,20.017,37589296,7.3,3103,Blood always follows money.,2016,12,13719600,42975842,7
52500000,16.107,179213434,7.6,3246,No Laws. No Limits. One Rule. Never Fall In Love.,2001,5,82656000,282153630,8
11715578,18.429,21888598,7.7,2468,The celebrated Kung Fu master of Bruce Lee.,2008,12,15315775,28614964,8
10000000,12.373,4343227,5.2,397,He showed the world who's boss.,2018,6,11055000,4801437,5
35000000,15.608,2106557,5.3,687,Never steal from the world's greatest thief.,2012,6,42164500,2537769,5
80000000,16.554,181001478,7.4,2365,Pray for Michael Sullivan.,2002,12,122487999,277131362,7
4500000,18.553,25000000,7.3,2165,Could you kill your best friend?,2000,12,7324650,40692500,7
28000000,16.603,10126458,4.9,331,Terror runs deep.,2011,2,34798400,12585162,5
57000000,15.599,16991902,6.6,459,The story of a wanna be who got to be.,2001,4,89740800,26752050,7
35000000,19.545,126216940,7.8,3003,Everything is suspect... Everyone is for sale... And nothing is what it seems.,1997,9,60501000,218178602,8
20500000,14.097,10089373,5.7,676,Vengeance has a name,2008,5,26799649,13189837,6
35000000,10.343,53293628,6.9,398,His courage made them champions.,2003,10,52748500,80318826,7
130000000,21.867,211787511,6.5,1630,Welcome to Australia!,2008,11,169949000,276869813,6
50000000,12.095,170128460,6.2,790,Step out of the ordinary,2004,10,73685000,250718311,6
26000000,19.544,109449237,6.3,4643,"The longer you wait, the harder it gets",2005,11,37315200,157081544,6
80000000,19.842,98376292,6.0,1454,Coming to wipe that silly smile off your planet.,2001,8,125952000,154883634,6
13200000,16.592,100000000,8.7,2405,"Come Fall In love, All Over Again..",1995,10,24145440,182920000,9
30000000,12.842,15007991,5.2,521,There are places man was never meant to go,2005,8,43056000,21539468,5
50000000,12.591,49111202,5.7,697,Inspired by the most notorious unsolved murder in California history.,2006,9,69410000,68176170,6
70000000,12.343,67112664,5.3,593,Two best friends. Nothing could come between them... or could it?,2011,1,86996000,83407618,5
25000000,18.363,37807625,6.6,1174,Bow to No One,2018,7,27637500,41796329,7
25000000,12.594,24902723,6.3,700,Hope Runs Deep,2015,6,28640000,28528559,6
10000000,11.586,32101000,5.5,440,God made him simple. Science made him a god.,1992,5,19911000,63916301,6
115000000,17.836,143049560,6.9,1295,It's not how you play the game. It's how the game plays you.,2001,11,181056000,225217227,7
19000000,16.087,34619699,7.3,2434,Everyone wants the truth... until they find it.,2007,6,25547400,46549647,7
65000000,14.586,128884132,6.3,856,Space will never be the same.,2000,7,105800500,209784701,6
5000000,16.79,6833445,5.5,858,Fear will eat you alive.,2013,8,5901499,8065515,6
3000000,10.338,5758519,5.4,180,Heaven help us.,2013,10,3540899,6796779,5
50000000,12.583,93974620,6.4,884,Everything is connected.,2005,11,71760000,134872374,6
40000000,15.086,74597643,5.8,547,Earth's greatest secrets are about to break out!,2012,12,48188000,89867780,6
25000000,14.332,65270477,5.2,464,ONE NATION... UNDER DOG,2007,3,33615000,87762683,5
34000000,9.849,17904202,6.0,167,The Untold True Story,2018,6,37587000,19793095,6
4000000,11.08,1794187,7.3,815,A futuristic comic feast.,1991,4,8302799,3724193,7
7000000,17.981,19246174,6.7,874,Death walks behind. Hell waits ahead.,2005,7,10046400,27622108,7
20000000,12.28,50012507,7.0,513,A man in search. A woman in need. A story of fate.,1995,11,36584000,91482877,7
50200000,21.727,127869379,6.7,3205,Fight for your fate.,2011,3,62388559,158916064,7
5000000,15.587,12141122,7.0,2755,What if today was the only day of the rest of your life?,2017,2,5645000,13707326,7
20000000,16.776,33889159,6.7,2012,"If you wanna chase your dream, sometimes you gotta break the rules.",2006,3,27764000,47044930,7
2500000,14.773,5535405,7.9,2458,Can the greatest romance of your life last only one night?,1995,1,4573000,10125362,8
21000000,14.526,72526996,6.5,680,Welcome to the next grade,2011,3,26098799,90136550,6
80000000,15.323,37384046,5.4,694,Start spreading the newspaper.,2006,6,111056000,51896532,5
10000000,16.573,27610873,6.5,698,Every Dream Has A Beginning,2005,9,14352000,39627124,6
55000000,12.071,6632383,5.6,338,Survival is a Killer.,2002,4,84210500,10154841,6
50000000,15.572,22944502,6.0,858,Heads You Live... Tails You Die.,2005,10,71760000,32929949,6
80000000,11.322,121059225,7.3,241,Destiny Lies In The Wind,2009,7,100712000,152401458,7
20000000,16.318,117760134,6.7,2417,"The quieter the street, the darker the secrets....",2007,12,26892000,158340276,7
11000000,12.066,8862354,6.4,237,Come meet the dead of night.,1990,2,24063600,19387285,6
45000000,11.067,78568977,6.7,457,Unspeakable secrets are hidden within the Forbidden City.,2006,12,62469000,109069453,7
30000000,16.817,192610372,6.9,1712,Something bunny is going on...,2005,4,43056000,276434405,7
15000000,13.316,76286096,7.1,860,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",2006,4,20823000,105900358,7
28000000,12.32,8555008,6.0,679,You can't expose the world's secrets without exposing yourself,2013,11,33048399,10097475,6
15000000,19.514,20117339,7.8,3896,An actress longing to be a star. A woman searching for herself. Both worlds will collide… on Mulholland Drive.,2001,8,23616000,31672738,8
25000000,11.318,115922175,7.4,2188,One quiet voice can ignite a revolution.,2013,8,29507499,136822943,7
12000000,9.814,6754898,5.9,164,Ever have one of those lives?,2006,10,16658400,9377149,6
15000000,20.264,414211549,7.7,6299,Find your voice.,2010,6,18948000,523232028,8
3000000,12.22,4210454,7.0,2343,We all need somebody to lean on.,2016,6,3429900,4813812,7
27000000,15.308,60527873,6.4,909,Smart Girls. Pretty Girls. Missing Girls.,1997,9,46672200,104628481,6
25000000,14.808,27685016,6.3,463,Break the rules. Find your freedom. Live your life.,2004,2,36842500,40799408,6
80000000,12.29,78000586,5.2,451,Go back to where the horror began.,2004,8,117896000,114949463,5
5000000,13.286,4554065,5.5,252,You gotta go low to get high.,2019,3,5396000,4914746,6
24000000,15.259,63543328,6.6,1172,There comes a time to cut loose,2011,6,29827199,78971648,7
50000000,15.305,38619405,6.6,542,Prey For The Hunters,1996,11,88965000,68715507,7
40000000,21.053,243240178,7.4,2125,"In the heart of the nation's capital, in a courthouse of the U.S. government, one man will stop at nothing to keep his honor, and one will stop at nothing to find the truth.",1992,11,79644000,484315518,7
15000000,15.657,19145732,5.4,2446,"Living the Dream, One Heist at a Time",2013,12,17704500,22597707,5
25000000,14.062,29200000,5.7,1257,What Would You Do With $17 Million?,2016,9,28582500,33384360,6
40000000,14.662,37357216,7.1,3132,The only safe place is on the run.,2016,9,45732000,42710505,7
48000000,16.802,85498534,6.2,1153,563 miles. 9 people. $2 million. 1001 problems!,2001,8,75571200,134608891,6
40000000,16.322,27506452,5.7,646,No Sesame. All street.,2018,8,44220000,30408382,6
26000000,19.003,183293131,5.3,1694,Safety Never Takes A Holiday.,2009,1,32731399,230747722,5
25000000,15.0,10589102,6.1,686,The only criminal he can't catch is himself.,2009,5,31472499,13330620,6
65000000,16.046,89456761,6.6,690,What's forgotten is not always gone.,1996,11,115654500,159170414,7
50000000,14.545,152022101,5.4,522,Where you are the endangered species.,1995,9,91460000,278078827,5
3500000,21.407,16566240,6.9,2138,Nobody Baby But You And Me,2010,12,4421200,20926474,7
13000000,13.048,48065672,5.8,1188,Finally.,2013,1,15343899,56731912,6
50000000,14.494,88323487,6.1,1557,A Royal Kick In The Arse.,2003,6,75355000,133112327,6
20000000,11.295,41637263,6.9,1100,The man who has everything has everything to hide.,2007,1,26892000,55985463,7
10500000,17.291,11582891,4.8,123,Stephen King took you to the edge with The Shining and Pet Sematary. This time... he pushes you over.,1990,10,22969800,25338732,5
55000000,11.793,113020255,7.6,2713,"To find her son, she did what no one else dared.",2008,1,71901500,147751379,8
100000000,11.293,68688831,5.4,823,Right place. Wrong time.,2009,5,125889999,86472369,5
20000000,15.039,11798854,5.3,158,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",1994,6,37540000,22146448,5
75000000,17.29,108000000,6.6,1335,It's good to be King.,1999,4,124747500,179636400,7
30000000,17.99,47126295,7.2,1273,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",2000,3,48831000,76707470,7
170000000,15.738,222104681,5.3,2304,It's a whole new west.,1999,6,282761000,369426715,5
37000000,16.037,48451803,7.7,2179,"Things fall down. People look up. And when it rains, it pours.",1999,10,61542100,80589883,8
13000000,13.036,91038276,6.5,870,The Only Person You Need To Be Is Yourself.,2001,12,20467200,143330661,6
27000000,12.785,13670688,6.4,519,All The Adventure Your Imagination Can Hold.,1994,11,50679000,25659881,6
35000000,12.79,13785015,5.7,609,In a war between kings even a pawn can change the game.,2013,8,41310500,16270453,6
80000000,15.035,33463969,5.5,611,Not A Sound. Not A Warning. Not A Chance. Not Alone.,2000,10,130216000,54469302,6
34200000,19.282,234801895,6.4,2241,Nature called. Look who answered.,1999,6,56884860,390545991,6
38000000,13.004,13143056,6.9,1171,Make a killing. Make a living.,2018,9,42009000,14529648,7
15000000,11.531,44065653,5.8,591,"He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.",1992,6,29866500,87739121,6
18000000,12.532,58878723,6.8,537,Life offers you a thousand chances ... all you have to do is take one.,2003,9,27127800,88736123,7
20000000,11.186,27187375,6.0,176,"Half a zebra, a whole lot of adventure!",2013,7,23605999,32089258,6
35000000,15.03,182300000,7.3,1999,There is nothing in the dark that isn't there in the light. Except fear.,1991,11,72649500,378400110,7
29000000,17.281,21733230,6.9,946,Terror has a new name.,2005,4,41620800,31191531,7
22000000,18.379,189833357,6.3,1245,What if your dad was Santa Claus?,1994,11,41294000,356317211,6
55000000,13.03,121969216,6.1,528,Fasten your seat belts,1996,3,97861500,217019826,6
50000000,13.229,109423648,7.6,3792,What do you get for the man who has everything?,1997,12,86430000,189149717,8
3500000,21.263,57051053,6.9,2415,Scream your last breath.,2005,8,5023200,81879671,7
55000000,11.529,34234008,6.1,430,Some men should not be found.,2003,11,82890500,51594073,6
14000000,16.027,38574362,4.7,275,Legends Never Die.,2000,9,22787800,62787489,5
65000000,15.783,121545703,6.3,367,When the Eagle meets the Dragon,2015,2,74464000,139242757,6
3800000,14.43,18309793,8.1,2122,The lie is spreading.,2012,9,4577860,22057807,8
18000000,12.276,17200925,7.0,240,Life doesn't hold tryouts.,2000,12,29298600,27997945,7
25000000,13.234,48782670,6.0,969,Celebrate the one day that connects us all,2016,4,28582500,55773226,6
30000000,11.774,49114016,6.5,197,Glamour was the disguise.,1991,10,62271000,101945963,6
25000000,15.523,78656813,6.1,675,"Cowabunga, it's the new turtle movie.",1991,3,51892500,163267946,6
45000000,18.025,60331447,6.8,1449,Read between the lies.,2010,12,56844000,76210683,7
48000000,19.522,90383208,5.9,1165,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,2000,10,78129600,147116747,6
